alcohol,density,chlorides,total sulfur dioxide,volatile acidity,residual sugar,quality,tipo_calidad
10.7,0.99449,0.038,118.0,0.16,8.75,5,Mediana
10.8,0.99629,0.032,92.0,0.28,11.9,4,Baja
10.5,0.9948,0.054,202.0,0.39,2.7,6,Mediana
10.8,0.99326,0.029,131.0,0.22,6.3,6,Mediana
9.1,0.99834,0.046,118.0,0.22,14.4,6,Mediana
10.1,0.99555,0.038,196.0,0.25,7.8,5,Mediana
12.0,0.99216,0.036,140.0,0.31,9.1,7,Buena
12.0,0.99216,0.036,140.0,0.31,9.1,7,Buena
9.1,0.99834,0.046,118.0,0.22,14.4,6,Mediana
10.2,0.99573,0.038,192.0,0.25,11.3,6,Mediana
10.8,0.99326,0.029,131.0,0.22,6.3,6,Mediana
9.8,0.99215,0.028,66.0,0.21,0.7,5,Mediana
11.4,0.98993,0.023,89.0,0.27,1.25,4,Baja
9.8,0.99218,0.03,68.0,0.17,0.7,5,Mediana
10.1,0.99555,0.038,196.0,0.25,7.8,5,Mediana
10.7,0.99397,0.036,128.0,0.29,7.8,6,Mediana
10.6,0.99576,0.022,111.0,0.3,8.7,5,Mediana
9.3,0.99601,0.037,173.0,0.26,8.3,5,Mediana
10.7,0.99397,0.036,128.0,0.29,7.8,6,Mediana
11.0,0.99308,0.026,107.0,0.29,8.3,6,Mediana
11.0,0.99308,0.026,107.0,0.29,8.3,6,Mediana
9.4,0.99582,0.049,182.0,0.26,6.2,6,Mediana
9.0,0.9929,0.042,108.0,0.28,1.8,5,Mediana
10.0,0.99471,0.044,101.0,0.2,1.6,5,Mediana
9.0,0.9929,0.041,109.0,0.27,1.8,5,Mediana
9.0,0.9929,0.042,108.0,0.28,1.8,5,Mediana
12.4,0.99037,0.036,79.0,0.29,2.9,7,Buena
11.3,0.99304,0.042,123.0,0.35,6.0,5,Mediana
11.7,0.98986,0.031,94.0,0.12,1.1,6,Mediana
10.0,0.99471,0.044,101.0,0.2,1.6,5,Mediana
13.2,0.98951,0.016,90.0,0.4,5.45,7,Buena
11.0,0.99634,0.04,114.0,0.11,14.05,7,Buena
11.0,0.99368,0.03,114.0,0.23,8.0,6,Mediana
13.0,0.99026,0.021,113.0,0.38,4.9,7,Buena
9.0,0.99835,0.051,118.0,0.23,14.9,6,Mediana
9.0,0.99835,0.051,118.0,0.23,14.9,6,Mediana
11.5,0.99038,0.021,148.0,0.31,0.95,5,Mediana
11.0,0.99104,0.025,76.0,0.2,1.4,6,Mediana
11.5,0.99038,0.021,148.0,0.31,0.95,5,Mediana
9.9,0.99286,0.05,112.0,0.26,1.7,5,Mediana
10.4,0.99296,0.039,128.0,0.22,5.6,6,Mediana
9.0,0.99835,0.051,118.0,0.23,14.9,6,Mediana
9.9,0.9954,0.056,110.0,0.19,7.1,6,Mediana
11.0,0.9914,0.045,162.0,0.14,1.2,6,Mediana
12.1,0.99286,0.026,124.0,0.32,9.6,6,Mediana
9.7,0.99604,0.044,131.0,0.23,11.4,6,Mediana
9.7,0.99604,0.044,131.0,0.23,11.4,6,Mediana
12.2,0.99119,0.034,123.0,0.36,7.9,7,Buena
12.4,0.99007,0.016,113.0,0.38,5.0,7,Buena
10.5,0.99507,0.033,97.0,0.23,11.1,7,Buena
10.4,0.99596,0.05,213.0,0.2,8.0,6,Mediana
12.0,0.99011,0.029,180.0,0.26,3.8,6,Mediana
12.7,0.99184,0.037,28.0,0.3,10.55,6,Mediana
10.9,0.99469,0.039,115.0,0.18,10.2,7,Buena
10.9,0.99469,0.039,115.0,0.18,10.2,7,Buena
10.9,0.99406,0.039,113.0,0.18,9.8,7,Buena
11.4,0.99305,0.034,103.0,0.19,6.3,7,Buena
11.0,0.99096,0.036,184.0,0.16,1.1,6,Mediana
12.6,0.98956,0.032,178.0,0.27,4.5,7,Buena
11.6,0.9921,0.034,152.0,0.37,6.3,7,Buena
10.5,0.99496,0.038,130.0,0.2,10.9,7,Buena
10.9,0.99406,0.039,113.0,0.18,9.8,7,Buena
10.9,0.99406,0.039,113.0,0.18,9.8,7,Buena
12.5,0.9888,0.037,119.0,0.28,0.8,6,Mediana
11.3,0.99082,0.035,158.0,0.25,1.2,6,Mediana
13.3,0.98802,0.025,112.0,0.32,1.3,7,Buena
10.9,0.99406,0.039,113.0,0.18,9.8,7,Buena
10.9,0.99469,0.039,115.0,0.18,10.2,7,Buena
10.5,0.99496,0.038,130.0,0.2,10.9,7,Buena
11.6,0.9921,0.034,152.0,0.37,6.3,7,Buena
11.4,0.99305,0.034,103.0,0.19,6.3,7,Buena
11.0,0.99074,0.034,111.0,0.18,1.2,6,Mediana
12.1,0.98968,0.037,156.0,0.3,0.9,6,Mediana
11.0,0.99096,0.036,184.0,0.16,1.1,6,Mediana
12.6,0.98956,0.032,178.0,0.27,4.5,7,Buena
13.0,0.9887,0.03,173.0,0.3,3.7,7,Buena
8.8,0.99941,0.054,221.0,0.2,18.1,6,Mediana
9.5,0.99388,0.061,218.0,0.25,1.35,5,Mediana
11.8,0.99206,0.029,105.0,0.22,5.5,6,Mediana
12.2,0.99035,0.026,93.0,0.25,3.1,6,Mediana
10.7,0.99581,0.042,105.0,0.13,12.85,6,Mediana
11.0,0.9976,0.04,67.0,0.45,19.8,6,Mediana
11.4,0.99362,0.02,104.0,0.32,8.25,6,Mediana
10.7,0.99581,0.042,105.0,0.13,12.85,6,Mediana
12.0,0.99016,0.035,135.0,0.34,3.8,6,Mediana
11.4,0.99362,0.02,104.0,0.32,8.25,6,Mediana
11.8,0.99439,0.029,46.0,0.32,11.7,6,Mediana
10.6,0.99458,0.046,88.0,0.27,4.6,4,Baja
11.0,0.9976,0.04,67.0,0.45,19.8,6,Mediana
10.7,0.99581,0.042,105.0,0.13,12.85,6,Mediana
10.5,0.99456,0.024,118.0,0.22,8.9,6,Mediana
10.4,0.99578,0.035,150.0,0.32,11.7,5,Mediana
10.5,0.99546,0.05,138.0,0.18,6.2,6,Mediana
9.2,0.99646,0.042,124.0,0.19,10.8,6,Mediana
10.9,0.99264,0.036,92.0,0.14,1.6,5,Mediana
9.5,0.99578,0.045,185.0,0.24,8.3,6,Mediana
9.4,0.99604,0.042,156.0,0.25,8.4,6,Mediana
11.3,0.99014,0.026,85.0,0.24,2.5,7,Buena
10.4,0.99489,0.054,189.0,0.29,3.5,5,Mediana
9.4,0.99884,0.037,170.0,0.33,17.2,6,Mediana
11.3,0.99054,0.027,104.0,0.23,2.1,6,Mediana
8.8,0.99782,0.044,196.0,0.27,12.2,6,Mediana
10.8,0.99519,0.045,130.0,0.2,11.8,5,Mediana
9.4,0.99882,0.037,173.0,0.33,16.8,6,Mediana
9.4,0.99884,0.037,170.0,0.33,17.2,6,Mediana
10.3,0.99666,0.044,144.0,0.27,14.7,6,Mediana
9.9,0.99324,0.034,99.0,0.12,5.5,6,Mediana
12.4,0.99086,0.027,112.0,0.24,6.1,6,Mediana
11.9,0.9908,0.041,167.0,0.18,1.2,5,Mediana
11.7,0.99067,0.023,132.0,0.17,1.3,6,Mediana
9.5,0.99427,0.042,102.0,0.17,4.5,5,Mediana
11.9,0.99152,0.036,73.0,0.15,5.9,6,Mediana
12.5,0.98935,0.024,116.0,0.25,1.7,6,Mediana
13.4,0.98876,0.016,55.0,0.28,1.4,5,Mediana
9.1,0.99572,0.045,208.0,0.25,7.9,5,Mediana
10.5,0.99184,0.026,58.0,0.19,1.1,6,Mediana
10.4,0.99454,0.046,176.0,0.25,7.0,5,Mediana
10.4,0.99454,0.046,176.0,0.25,7.0,5,Mediana
10.4,0.99454,0.046,176.0,0.25,7.0,5,Mediana
9.8,0.9975,0.045,120.0,0.15,15.3,6,Mediana
10.7,0.99205,0.033,142.0,0.28,1.2,4,Baja
12.4,0.98962,0.033,111.0,0.18,2.3,6,Mediana
12.1,0.99274,0.028,82.0,0.36,10.2,7,Buena
12.0,0.99052,0.039,122.0,0.24,2.9,5,Mediana
10.4,0.99546,0.042,141.0,0.25,8.5,5,Mediana
12.2,0.98972,0.042,87.0,0.15,1.5,7,Buena
8.6,0.9942,0.039,115.0,0.28,3.1,5,Mediana
9.1,0.99572,0.045,208.0,0.25,7.9,5,Mediana
12.1,0.99022,0.028,91.0,0.28,3.5,5,Mediana
10.5,0.99184,0.026,58.0,0.19,1.1,6,Mediana
10.4,0.99454,0.046,176.0,0.25,7.0,5,Mediana
11.9,0.9903,0.029,102.0,0.35,1.2,6,Mediana
13.7,0.98906,0.024,94.0,0.31,4.5,7,Buena
11.3,0.99146,0.03,78.0,0.17,2.6,6,Mediana
10.5,0.9951,0.036,88.0,0.23,9.9,6,Mediana
13.7,0.98906,0.024,94.0,0.31,4.5,7,Buena
12.3,0.98876,0.024,76.0,0.37,1.5,6,Mediana
12.0,0.98956,0.031,89.0,0.36,3.2,7,Buena
11.3,0.99146,0.03,78.0,0.17,2.6,6,Mediana
9.5,0.99592,0.04,183.0,0.28,11.2,6,Mediana
11.4,0.99129,0.043,152.0,0.27,3.2,6,Mediana
11.9,0.99064,0.045,118.0,0.25,2.3,7,Buena
11.3,0.99121,0.034,102.0,0.13,1.4,7,Buena
11.0,0.99221,0.022,129.0,0.33,6.7,7,Buena
12.2,0.98924,0.033,111.0,0.34,2.1,7,Buena
10.7,0.99176,0.028,124.0,0.14,4.3,7,Buena
10.9,0.99432,0.038,84.0,0.26,10.9,6,Mediana
10.2,0.99366,0.04,113.0,0.29,7.0,6,Mediana
11.9,0.99064,0.045,118.0,0.25,2.3,7,Buena
11.1,0.99178,0.047,130.0,0.21,2.5,5,Mediana
11.2,0.99126,0.045,159.0,0.26,2.6,6,Mediana
11.4,0.99129,0.043,152.0,0.27,3.2,6,Mediana
10.6,0.99252,0.047,169.0,0.25,2.5,6,Mediana
10.3,0.99709,0.047,151.0,0.35,14.7,5,Mediana
10.4,0.99513,0.054,203.0,0.3,4.5,4,Baja
11.9,0.99045,0.033,111.0,0.24,2.2,6,Mediana
11.9,0.99,0.036,98.0,0.23,1.9,7,Buena
10.4,0.99305,0.043,129.0,0.23,1.6,5,Mediana
9.2,0.99888,0.052,126.0,0.24,17.3,6,Mediana
11.3,0.99182,0.04,117.0,0.17,4.2,6,Mediana
11.3,0.99182,0.04,117.0,0.17,4.2,6,Mediana
11.0,0.9913,0.034,89.0,0.21,2.5,7,Buena
11.9,0.99,0.036,98.0,0.23,1.9,7,Buena
12.9,0.98836,0.031,147.0,0.28,1.4,7,Buena
10.8,0.9897,0.027,21.0,0.19,0.8,5,Mediana
9.1,0.99586,0.049,206.0,0.25,8.0,6,Mediana
10.4,0.99305,0.043,129.0,0.23,1.6,5,Mediana
12.9,0.98892,0.03,103.0,0.18,1.7,6,Mediana
12.2,0.99156,0.037,86.0,0.18,5.5,5,Mediana
9.2,0.99888,0.052,126.0,0.24,17.3,6,Mediana
10.3,0.99534,0.052,150.0,0.23,8.6,5,Mediana
11.0,0.99322,0.059,128.0,0.17,6.9,7,Buena
11.0,0.99296,0.043,98.0,0.3,2.1,5,Mediana
12.0,0.98972,0.039,122.0,0.21,1.5,6,Mediana
12.7,0.98964,0.047,148.0,0.33,2.5,6,Mediana
8.8,0.99918,0.061,198.0,0.35,17.6,5,Mediana
11.3,0.99182,0.04,117.0,0.17,4.2,6,Mediana
12.8,0.99008,0.034,121.0,0.25,2.9,6,Mediana
11.2,0.992,0.043,114.0,0.16,4.8,6,Mediana
8.9,0.99851,0.057,221.0,0.39,11.9,6,Mediana
11.2,0.99026,0.04,103.0,0.19,0.9,5,Mediana
11.1,0.9906,0.051,135.0,0.25,1.3,6,Mediana
10.8,0.99293,0.042,115.0,0.22,6.4,6,Mediana
9.3,0.99658,0.045,126.0,0.19,4.3,6,Mediana
8.9,0.99851,0.057,221.0,0.39,11.9,6,Mediana
12.7,0.9911,0.038,34.0,0.33,8.1,7,Buena
12.0,0.9904,0.045,140.0,0.17,1.3,6,Mediana
11.2,0.99026,0.04,103.0,0.19,0.9,5,Mediana
8.8,0.99946,0.039,130.0,0.23,17.2,6,Mediana
8.8,0.99946,0.039,130.0,0.23,17.2,6,Mediana
8.8,0.99946,0.039,130.0,0.23,17.2,6,Mediana
10.4,0.99568,0.038,154.0,0.32,8.7,6,Mediana
8.8,0.99946,0.039,130.0,0.23,17.2,6,Mediana
10.4,0.99568,0.038,154.0,0.32,8.7,6,Mediana
14.0,0.9907,0.027,88.0,0.39,7.5,6,Mediana
8.8,0.99946,0.039,130.0,0.23,17.2,6,Mediana
12.3,0.98994,0.029,88.0,0.29,3.7,6,Mediana
12.6,0.99075,0.03,109.0,0.4,2.2,6,Mediana
12.0,0.99212,0.02,133.0,0.39,7.4,7,Buena
9.5,0.99684,0.033,124.0,0.17,15.1,5,Mediana
12.0,0.99212,0.02,133.0,0.39,7.4,7,Buena
12.7,0.99036,0.019,114.0,0.36,4.8,7,Buena
10.5,0.99456,0.042,130.0,0.19,7.9,6,Mediana
12.9,0.98865,0.023,80.0,0.34,1.0,6,Mediana
9.5,0.99684,0.033,124.0,0.17,15.1,5,Mediana
12.0,0.99212,0.02,133.0,0.39,7.4,7,Buena
12.7,0.99036,0.019,114.0,0.36,4.8,7,Buena
11.9,0.99222,0.024,198.0,0.3,4.6,6,Mediana
12.5,0.99076,0.031,133.0,0.34,6.2,6,Mediana
12.1,0.99144,0.034,118.0,0.28,6.1,7,Buena
12.5,0.98961,0.019,82.0,0.19,5.1,6,Mediana
9.9,0.9936,0.043,113.0,0.16,6.3,6,Mediana
10.7,0.99126,0.036,147.0,0.17,0.9,6,Mediana
12.0,0.99044,0.048,87.0,0.2,2.3,6,Mediana
10.3,0.9959,0.039,140.0,0.21,11.9,6,Mediana
12.0,0.99044,0.048,87.0,0.2,2.3,6,Mediana
10.5,0.9931,0.05,154.0,0.41,7.1,5,Mediana
9.5,0.99422,0.051,98.0,0.15,4.3,6,Mediana
10.5,0.99194,0.046,106.0,0.2,1.1,4,Baja
12.3,0.98926,0.027,90.0,0.24,1.0,6,Mediana
11.9,0.99306,0.025,107.0,0.16,7.9,6,Mediana
9.8,0.99164,0.038,131.0,0.12,1.0,5,Mediana
12.3,0.98926,0.027,90.0,0.24,1.0,6,Mediana
11.4,0.98988,0.04,76.0,0.1,1.0,7,Buena
11.0,0.99268,0.041,115.0,0.21,7.3,6,Mediana
12.8,0.98939,0.027,125.0,0.18,1.3,7,Buena
10.2,0.99196,0.035,148.0,0.19,1.8,5,Mediana
12.5,0.98952,0.026,114.0,0.28,1.5,7,Buena
11.6,0.9911,0.037,146.0,0.24,3.8,6,Mediana
11.9,0.99306,0.025,107.0,0.16,7.9,6,Mediana
9.8,0.99164,0.038,131.0,0.12,1.0,5,Mediana
11.0,0.99111,0.036,89.0,0.16,1.2,5,Mediana
10.9,0.99321,0.037,123.0,0.21,5.3,6,Mediana
11.0,0.99326,0.044,127.0,0.22,9.1,7,Buena
12.5,0.99124,0.027,126.0,0.34,6.5,6,Mediana
11.0,0.99326,0.044,127.0,0.22,9.1,7,Buena
12.0,0.99214,0.032,121.0,0.21,6.3,7,Buena
12.4,0.9897,0.031,145.0,0.31,5.1,7,Buena
12.5,0.99124,0.027,126.0,0.34,6.5,6,Mediana
12.8,0.98915,0.022,97.0,0.42,2.4,7,Buena
11.0,0.99326,0.044,127.0,0.22,9.1,7,Buena
9.1,0.99692,0.035,177.0,0.28,7.5,5,Mediana
12.4,0.991,0.033,156.0,0.45,5.0,7,Buena
10.8,0.99402,0.045,164.0,0.25,1.6,5,Mediana
10.6,0.99678,0.04,142.0,0.21,16.05,5,Mediana
9.0,0.99458,0.053,106.0,0.33,5.0,5,Mediana
12.0,0.99452,0.043,154.0,0.3,12.4,6,Mediana
11.8,0.99033,0.041,131.0,0.24,0.95,5,Mediana
10.6,0.9927,0.041,158.0,0.18,4.6,6,Mediana
12.3,0.99002,0.033,74.0,0.335,1.7,6,Mediana
11.1,0.99127,0.044,111.0,0.13,1.3,5,Mediana
9.0,0.99458,0.053,106.0,0.33,5.0,5,Mediana
12.8,0.98938,0.036,92.0,0.35,2.6,7,Buena
12.9,0.99386,0.034,74.0,0.24,12.75,6,Mediana
12.0,0.9899,0.037,115.0,0.16,1.1,6,Mediana
12.0,0.99452,0.043,154.0,0.3,12.4,6,Mediana
11.2,0.9913,0.045,151.0,0.15,3.7,6,Mediana
13.3,0.98916,0.041,86.0,0.33,2.65,7,Buena
9.9,0.99276,0.046,125.0,0.2,2.5,6,Mediana
9.5,0.99586,0.055,192.0,0.27,8.2,6,Mediana
9.4,0.99556,0.054,200.0,0.27,7.3,6,Mediana
11.0,0.99158,0.047,119.0,0.2,1.1,7,Buena
9.4,0.99548,0.056,150.0,0.13,6.6,6,Mediana
12.5,0.99412,0.038,79.0,0.31,14.5,5,Mediana
11.9,0.99364,0.035,93.0,0.2,11.8,6,Mediana
10.4,0.99338,0.054,141.0,0.25,3.0,6,Mediana
11.2,0.9913,0.045,151.0,0.15,3.7,6,Mediana
12.5,0.99123,0.035,141.0,0.22,6.0,6,Mediana
11.0,0.99216,0.039,147.0,0.23,4.6,7,Buena
9.8,0.99328,0.059,115.0,0.27,2.5,5,Mediana
12.3,0.99031,0.034,99.0,0.34,3.3,7,Buena
11.0,0.9908,0.036,113.0,0.16,1.0,6,Mediana
12.6,0.98871,0.036,113.0,0.3,1.1,7,Buena
11.6,0.99119,0.036,109.0,0.29,1.4,6,Mediana
12.3,0.99031,0.034,99.0,0.34,3.3,7,Buena
13.4,0.99146,0.02,86.0,0.21,8.55,7,Buena
9.8,0.99328,0.059,115.0,0.27,2.5,5,Mediana
11.5,0.99245,0.034,116.0,0.22,6.7,6,Mediana
11.6,0.99116,0.037,139.0,0.27,3.8,6,Mediana
11.1,0.9921,0.039,147.0,0.25,4.5,7,Buena
11.0,0.99216,0.039,147.0,0.23,4.6,7,Buena
11.3,0.99162,0.043,131.0,0.13,4.2,6,Mediana
9.9,0.99632,0.043,173.0,0.24,11.3,6,Mediana
11.4,0.99177,0.042,201.0,0.38,2.2,5,Mediana
9.2,0.9986,0.045,193.0,0.19,14.5,6,Mediana
9.2,0.9986,0.045,193.0,0.19,14.5,6,Mediana
9.2,0.9986,0.045,193.0,0.19,14.5,6,Mediana
9.2,0.9986,0.045,193.0,0.19,14.5,6,Mediana
9.2,0.9986,0.045,193.0,0.19,14.5,6,Mediana
9.2,0.9986,0.045,193.0,0.19,14.5,6,Mediana
13.0,0.98923,0.03,101.0,0.32,1.5,5,Mediana
9.3,1.00014,0.047,193.0,0.19,18.75,7,Buena
9.6,0.99358,0.035,247.0,0.24,1.4,6,Mediana
11.8,0.99407,0.03,105.0,0.24,10.5,6,Mediana
10.2,0.99226,0.043,154.0,0.23,2.0,6,Mediana
12.7,0.99097,0.051,126.0,0.33,2.6,6,Mediana
9.4,0.9976,0.061,214.0,0.38,9.2,5,Mediana
10.2,0.99166,0.044,115.0,0.15,1.8,5,Mediana
12.0,0.99184,0.044,91.0,0.32,5.7,7,Buena
11.3,0.99135,0.045,100.0,0.22,2.4,7,Buena
11.8,0.99074,0.038,118.0,0.23,1.9,7,Buena
10.9,0.99193,0.039,129.0,0.22,1.4,5,Mediana
11.1,0.99091,0.057,125.0,0.16,1.4,7,Buena
9.4,0.9976,0.061,214.0,0.38,9.2,5,Mediana
11.4,0.99134,0.065,140.0,0.16,1.4,6,Mediana
10.2,0.99166,0.044,115.0,0.15,1.8,5,Mediana
12.8,0.98964,0.051,127.0,0.32,2.3,6,Mediana
10.1,0.99229,0.039,125.0,0.12,2.3,7,Buena
12.2,0.99148,0.035,103.0,0.34,6.4,6,Mediana
10.9,0.9913,0.046,121.0,0.21,2.9,7,Buena
10.9,0.99126,0.047,122.0,0.23,2.8,7,Buena
10.9,0.9913,0.046,121.0,0.21,2.9,7,Buena
9.4,0.99562,0.044,196.0,0.28,8.2,5,Mediana
11.4,0.99128,0.043,80.0,0.25,1.0,5,Mediana
9.4,0.99558,0.046,194.0,0.28,7.0,5,Mediana
12.0,0.98961,0.04,84.0,0.17,1.8,7,Buena
10.1,0.99338,0.043,113.0,0.25,1.5,6,Mediana
9.4,0.99558,0.046,194.0,0.28,7.0,5,Mediana
9.4,0.99562,0.044,196.0,0.28,8.2,5,Mediana
9.2,0.99572,0.047,184.0,0.25,7.6,5,Mediana
11.8,0.99056,0.039,109.0,0.24,2.3,6,Mediana
12.3,0.99146,0.029,105.0,0.32,8.7,7,Buena
11.4,0.99128,0.043,80.0,0.25,1.0,5,Mediana
12.3,0.99172,0.032,91.0,0.24,6.7,6,Mediana
13.5,0.99012,0.032,93.0,0.22,5.0,7,Buena
12.8,0.98912,0.033,142.0,0.32,1.9,7,Buena
12.8,0.98902,0.022,96.0,0.19,2.0,7,Buena
12.8,0.98912,0.033,142.0,0.32,1.9,7,Buena
10.6,0.99539,0.039,124.0,0.35,12.6,6,Mediana
12.4,0.99129,0.039,96.0,0.46,5.2,7,Buena
12.9,0.98956,0.048,142.0,0.3,2.1,7,Buena
11.1,0.9916,0.047,152.0,0.19,1.1,7,Buena
12.9,0.98889,0.032,95.0,0.24,1.3,7,Buena
11.8,0.99012,0.042,64.0,0.145,1.1,7,Buena
9.1,0.99833,0.058,243.0,0.435,9.2,6,Mediana
12.7,0.98853,0.036,74.0,0.18,1.2,7,Buena
12.0,0.98942,0.036,96.0,0.18,1.1,6,Mediana
11.2,0.99266,0.043,105.0,0.32,8.3,6,Mediana
12.4,0.98962,0.042,105.0,0.16,1.8,7,Buena
10.4,0.99168,0.047,148.0,0.21,1.4,5,Mediana
10.4,0.9968,0.05,124.0,0.29,15.7,5,Mediana
12.7,0.98934,0.04,80.0,0.26,4.35,6,Mediana
12.5,0.98995,0.039,105.0,0.26,1.8,7,Buena
12.0,0.991,0.037,103.0,0.17,1.6,6,Mediana
11.6,0.99152,0.047,117.0,0.17,2.0,6,Mediana
12.6,0.99048,0.035,126.0,0.25,5.0,7,Buena
10.2,0.99204,0.042,178.0,0.17,1.8,5,Mediana
10.4,0.99202,0.036,70.0,0.17,1.3,7,Buena
11.5,0.9906,0.038,122.0,0.24,1.0,5,Mediana
11.0,0.99091,0.049,112.0,0.21,1.4,6,Mediana
10.1,0.99472,0.048,176.0,0.23,8.1,6,Mediana
10.5,0.99452,0.046,159.0,0.23,8.6,6,Mediana
12.1,0.99177,0.059,151.0,0.22,3.7,7,Buena
9.9,0.9934,0.047,146.0,0.165,5.7,6,Mediana
11.4,0.99082,0.034,87.0,0.425,2.35,6,Mediana
9.5,0.99784,0.048,189.0,0.38,13.65,6,Mediana
9.5,0.99784,0.048,189.0,0.38,13.65,6,Mediana
9.5,0.99784,0.048,189.0,0.38,13.65,6,Mediana
10.9,0.99665,0.046,41.0,0.27,15.2,6,Mediana
9.5,0.99422,0.05,98.0,0.17,4.6,6,Mediana
12.6,0.98999,0.048,125.0,0.3,1.2,6,Mediana
9.5,0.99422,0.05,98.0,0.17,4.6,6,Mediana
11.1,0.99254,0.059,104.0,0.26,6.65,5,Mediana
9.5,0.99782,0.048,189.0,0.36,13.55,7,Buena
9.5,0.99784,0.048,189.0,0.38,13.65,6,Mediana
10.6,0.9952,0.058,188.0,0.18,9.8,6,Mediana
10.6,0.99519,0.057,185.0,0.18,10.3,6,Mediana
10.8,0.99384,0.055,157.0,0.16,6.7,6,Mediana
10.9,0.99665,0.046,41.0,0.27,15.2,6,Mediana
9.9,0.99596,0.047,101.0,0.17,9.9,6,Mediana
11.3,0.9935,0.06,132.0,0.22,7.2,6,Mediana
12.6,0.98862,0.034,90.0,0.22,1.1,6,Mediana
12.5,0.99151,0.034,81.0,0.36,8.3,6,Mediana
12.4,0.9922,0.032,87.0,0.43,11.25,6,Mediana
11.8,0.99426,0.038,132.0,0.2,12.8,7,Buena
12.2,0.99168,0.026,119.0,0.32,9.65,6,Mediana
10.7,0.99556,0.048,136.0,0.2,12.6,6,Mediana
11.3,0.99356,0.033,97.0,0.22,12.2,7,Buena
12.5,0.99151,0.034,81.0,0.36,8.3,6,Mediana
12.4,0.9922,0.032,87.0,0.43,11.25,6,Mediana
11.3,0.99072,0.033,72.0,0.18,1.3,7,Buena
9.9,0.99596,0.047,101.0,0.17,9.9,6,Mediana
11.3,0.9935,0.06,132.0,0.22,7.2,6,Mediana
12.6,0.98862,0.034,90.0,0.22,1.1,6,Mediana
11.5,0.98954,0.033,67.0,0.2,1.1,6,Mediana
12.3,0.99076,0.033,76.0,0.2,4.8,7,Buena
12.2,0.9889,0.032,111.0,0.3,1.1,6,Mediana
13.2,0.98794,0.033,114.0,0.29,1.4,6,Mediana
10.2,0.99207,0.041,161.0,0.18,1.7,6,Mediana
11.5,0.99355,0.039,117.0,0.22,10.6,7,Buena
13.2,0.98794,0.033,114.0,0.29,1.4,6,Mediana
12.2,0.9889,0.032,111.0,0.3,1.1,6,Mediana
11.0,0.99336,0.051,139.0,0.15,5.55,6,Mediana
13.2,0.98882,0.034,121.0,0.28,2.1,7,Buena
9.5,0.99341,0.045,135.0,0.19,1.7,5,Mediana
10.2,0.997,0.047,132.0,0.22,9.0,6,Mediana
10.2,0.99207,0.041,161.0,0.18,1.7,6,Mediana
11.4,0.99174,0.05,189.0,0.4,1.8,6,Mediana
12.1,0.99111,0.04,121.0,0.28,3.6,7,Buena
10.7,0.9933,0.045,125.0,0.19,6.9,7,Buena
12.1,0.99111,0.04,121.0,0.28,3.6,7,Buena
11.2,0.99316,0.046,156.0,0.22,4.9,6,Mediana
10.6,0.9946,0.044,179.0,0.23,6.95,6,Mediana
11.8,0.99,0.037,126.0,0.32,1.9,6,Mediana
12.8,0.99381,0.026,77.0,0.24,11.3,7,Buena
12.3,0.99144,0.026,112.0,0.29,8.2,6,Mediana
12.4,0.9919,0.036,91.0,0.38,9.55,6,Mediana
12.3,0.99192,0.03,115.0,0.28,8.4,6,Mediana
9.1,0.99576,0.048,188.0,0.25,7.8,5,Mediana
9.1,0.9958,0.047,186.0,0.26,7.8,5,Mediana
10.6,0.9951,0.032,138.0,0.29,10.2,6,Mediana
10.3,0.99304,0.042,189.0,0.19,5.5,6,Mediana
9.5,0.99657,0.052,183.0,0.33,7.8,5,Mediana
11.1,0.99268,0.037,95.0,0.32,7.4,6,Mediana
10.8,0.99392,0.054,143.0,0.46,3.3,6,Mediana
11.2,0.99242,0.028,120.0,0.19,5.0,5,Mediana
10.8,0.99392,0.054,143.0,0.46,3.3,6,Mediana
11.4,0.9925,0.024,99.0,0.27,5.0,5,Mediana
11.2,0.99092,0.034,94.0,0.18,1.3,6,Mediana
10.2,0.99137,0.037,119.0,0.15,1.2,6,Mediana
11.1,0.99268,0.037,95.0,0.32,7.4,6,Mediana
9.5,0.99657,0.052,183.0,0.33,7.8,5,Mediana
10.2,0.99642,0.041,192.0,0.32,9.9,6,Mediana
9.8,0.99373,0.036,127.0,0.14,5.6,6,Mediana
10.1,0.99586,0.042,157.0,0.24,9.5,6,Mediana
8.8,0.99942,0.05,195.0,0.21,14.8,6,Mediana
12.7,0.9895,0.031,163.0,0.3,2.1,7,Buena
9.8,0.9963,0.032,214.0,0.37,11.6,6,Mediana
9.8,0.9963,0.032,214.0,0.37,11.6,6,Mediana
12.7,0.9895,0.031,163.0,0.3,2.1,7,Buena
8.5,1.00196,0.06,145.0,0.28,20.15,5,Mediana
12.5,0.9916,0.034,122.0,0.32,4.9,6,Mediana
11.2,0.99375,0.039,162.0,0.24,10.05,6,Mediana
12.5,0.9916,0.034,122.0,0.32,4.9,6,Mediana
11.5,0.99153,0.044,117.0,0.29,3.15,5,Mediana
12.9,0.98834,0.037,86.0,0.255,1.3,7,Buena
12.3,0.98928,0.034,83.0,0.24,1.1,6,Mediana
9.4,0.99576,0.052,113.0,0.4,8.8,5,Mediana
9.1,0.99956,0.057,224.0,0.3,18.5,5,Mediana
